Iteration,loss train,loss val
1000,0.09580068330839277,0.06181960975972273
2000,0.07848624374717474,0.05665285310755342
3000,0.07489418063685298,0.05548528660783323
4000,0.07378192614391446,0.057477915059711976
5000,0.07192097217217087,0.05382209479556245
6000,0.0708189399279654,0.05094522187265299
7000,0.07034756859391927,0.05302967011170872
8000,0.0700274152494967,0.05117286274493751
9000,0.06951059140637517,0.05509469910698422
10000,0.06941232436150313,0.05273571484169717
11000,0.06765807734057307,0.05404728190121004
12000,0.06797111140191556,0.05246951456292201
13000,0.06762810310348868,0.04970074091422356
14000,0.06758674466982484,0.053079984008760774
15000,0.06725269274413585,0.04945678465952307
16000,0.06694056155160069,0.05212197370700917
17000,0.06776697243005038,0.05210549794768883
18000,0.06664077507331967,0.05148588689201969
19000,0.0666009245738387,0.05286554865917917
20000,0.06689145235717296,0.051665131002664566
21000,0.0667017842233181,0.05203679156631737
22000,0.06607012465968728,0.05051843291622097
23000,0.06679198358207941,0.050911576502909096
24000,0.06626589683257043,0.052128866314888
25000,0.0663357245028019,0.04965906274520745
26000,0.06600555488094688,0.05186011553820917
27000,0.06562983075901865,0.05099450310660621
28000,0.06612410367280244,0.05473121659735502
29000,0.06586058920249344,0.0492050238585068
30000,0.06595894894376397,0.050274014978085535
31000,0.06634656197577715,0.04866935199095031
