Iteration,SSIM,PSNR,RMSE
500,0.8820560689571637,39.11951271416508,42.82054845832991
1000,0.8943156426480802,40.47184367934035,37.30931980648573
1500,0.8957953278759694,40.5865327831554,36.636733705191936
2000,0.8891241373528328,40.606827357790976,37.525066030408254
2500,0.8959570854584191,40.986393522004555,35.67073593331944
3000,0.8943978882429151,40.84969088611979,36.185603539412966
3500,0.8993271897867755,41.10457489146708,34.89974852561297
4000,0.8894625207384891,40.69675983735819,36.598228883655445
4500,0.8894132964540455,40.941207342480574,35.606351099226174
5000,0.8947732096014596,41.0540382518877,35.58294268332945
5500,0.8915660521212183,40.84947890266895,36.170137287003726
6000,0.9039338492988283,41.64637874772024,33.44594290266034
6500,0.8996282120178709,41.211742712079,34.641209886557405
7000,0.8961601785792973,41.13389406712323,34.49834242501682
7500,0.8996909083527669,41.530004051321505,34.05080487320488
8000,0.9005716522875548,41.57568428545294,33.72380351888122
8500,0.8962327711287589,41.07564549539784,35.099644393158925
9000,0.9023277318569132,41.65795360933787,33.20574296832426
9500,0.901018118727916,41.41625447232058,34.0489447154062
10000,0.8939386671646784,41.07396210909729,35.3716463275633
10500,0.9000129193136585,41.28304007769863,34.44840544799794
11000,0.9031547565805845,41.701875181950946,33.476858982694
11500,0.9043703426716784,41.75642245539072,32.86230596153962
12000,0.9032360347321651,41.82382013564634,32.92545438627623
12500,0.8977723168913812,41.28109590622754,34.502672449670555
13000,0.9061590310617962,42.02645360992795,31.92491769771621
13500,0.8947360255434282,41.08345872534349,34.945625555144275
14000,0.9023286209457093,41.67260865036377,33.30382950591406
14500,0.9032132340538258,41.72766112572322,33.083641398826174
15000,0.9012020680795576,41.60731055350949,33.62263627090201
15500,0.899287769482697,41.43560819658354,34.09643796786123
16000,0.902927555958145,41.72723989564202,33.097487688977
16500,0.9054423362673093,41.960132194035424,32.53982195485035
17000,0.9005888549379867,41.51701796354867,33.84390581482943
17500,0.9017359766572625,41.611513750960874,33.607881759372596
18000,0.9030318504155144,41.656695167636585,33.31038522222791
18500,0.9020876037544008,41.76688211108851,33.05713371717863
19000,0.9031209568558525,41.549075385861705,33.495724989470425
19500,0.9001569759904926,41.57950328165363,33.50647648990305
20000,0.9028227052638996,41.79756151411219,32.95066376750344
20500,0.9027007474541571,41.7551286227541,33.11328297045122
21000,0.8998562251548885,41.5312811464117,33.8445315743949
21500,0.9076506418607009,42.147378545859176,31.708984628885258
22000,0.9070243625072576,41.9736370185446,32.241274827031
22500,0.8979375934304852,41.40373071797864,34.07908317183156
23000,0.8982314925233513,41.424663695706,34.118679453725775
23500,0.9051925370323167,41.93997217082699,32.40023896457136
24000,0.9050486174527465,41.928797216381255,32.74211722745446
24500,0.9041664861518318,41.86972176499469,32.635629715393165
25000,0.9032380924043228,41.91281212384139,32.531882512965694
25500,0.9053061830704168,42.26690120299301,31.80149880828511
26000,0.907237560513636,42.19386171843797,31.932248693232133
26500,0.9014402051599549,41.77061158179625,32.991733455375304
27000,0.9040488306303914,41.795166138718386,33.036249276549405
27500,0.9022514980517774,41.61984036270199,33.30384362010678
28000,0.9033579785244682,41.680619264350675,33.314229221229446
28500,0.9050542116031287,41.848919663354735,32.55748816735312
29000,0.9060626605664384,41.9945790498487,32.20896019916237
29500,0.90358416798092,41.940401400104356,32.481559657166564
30000,0.9014359613789165,41.80134705752689,33.03127475095966
30500,0.9078841430910911,42.10281783968295,31.83377745825851
31000,0.9008801061055866,41.73925512547881,33.506421243339474
31500,0.9057129755028339,41.963338681164835,32.403668563899366
32000,0.9083971452165652,41.961370133969304,32.092259348003424
32500,0.9053765103751411,42.0077917962535,31.88844434438068
33000,0.9001356472751018,41.75159030187869,32.99119067206126
33500,0.9026196513981205,41.80986735216303,33.10360947833947
34000,0.9094533164011257,42.2552855510974,31.191316349387208
34500,0.9037766805754315,41.963177737059084,32.45083420435114
35000,0.9065182375175417,42.05957307455598,32.11213605345669
35500,0.9047741457812658,41.962493959031086,32.353450673413576
36000,0.9081853963870986,42.19171929632342,31.601116457707374
36500,0.8997706933500312,41.61188321683636,33.41984663988413
37000,0.9034556917739169,41.88739992058118,32.630794304797945
37500,0.9002134774935966,41.7171138537272,33.476485138909105
38000,0.9041456101970441,41.98438048153331,32.39881419099244
38500,0.897994323524546,41.47778374557253,34.07740382045241
39000,0.9022641459869648,41.703507058636674,32.919828370673585
39500,0.9034215706325577,41.85919902719726,32.993887346002204
40000,0.9028774899385821,41.807733617469154,32.84511624022477
40500,0.9068708519166614,42.03168839356212,31.779499228667564
41000,0.8952707984331737,41.16603255500052,34.65749911311941
41500,0.9053873094657524,41.76218653283577,32.57756186878042
42000,0.9010810216168965,41.688138182033256,33.16461508675015
42500,0.9021919554198516,41.82017519404025,32.77282224104898
43000,0.9027679047661054,41.684023920441305,33.19599104269941
43500,0.9061213848951253,42.23112548738581,31.74038540608937
44000,0.9016564272080037,41.80257571478982,32.899007284148446
44500,0.8994979232856083,41.63680435870161,33.62191388568278
45000,0.8986340715451342,41.36588646261915,34.329553311054624
