Iteration,SSIM,PSNR,RMSE
500,0.8500256665881271,36.64996347579848,51.60575834737088
1000,0.8580937157118256,37.681419840165134,46.48044817296278
1500,0.8644586924907909,38.088315278498186,44.995307714395445
2000,0.8574953104820104,37.973627333663636,45.5296701859571
2500,0.8658526117612748,38.15201894758825,44.52158362087509
3000,0.8582316988103411,38.0315528986478,45.42167167660285
3500,0.8502865280737473,37.911968385495825,45.737543738187945
4000,0.8646887169375949,38.61613144196956,43.084461733970365
4500,0.8706733032191846,38.89143578888049,42.35659879587828
5000,0.8634407225527645,38.49603875145393,43.587875279412295
5500,0.8683196736326256,38.7857645870903,42.680067732558676
6000,0.8632222395504344,38.79361566333855,42.61201973153249
6500,0.865168098857156,38.75500041481952,42.859416625060206
7000,0.8711059016590931,38.98919961117148,41.505126162793964
7500,0.8782716365644171,39.36558291055946,39.96041338476888
8000,0.8733831418776796,39.11414502642256,41.30819377929584
8500,0.8715590607361566,38.870477813397244,42.06655284078962
9000,0.8708314879655956,39.07926605569676,41.5667209420912
9500,0.857804216994413,38.36142566354627,43.801305798114605
10000,0.8711519406880345,39.22867533038203,41.01122273877387
10500,0.8717461287656948,39.20141465720977,41.3320965787141
11000,0.8636273364204539,38.614962400642476,43.09286071077683
11500,0.8687494845286993,38.8876665252332,42.015209112817686
12000,0.8732990764289418,39.058141469133325,41.224986879328355
12500,0.8717683813520781,39.09104174956001,41.20182943090036
13000,0.8692332208783233,38.92709168365983,41.908933973520234
13500,0.8710987819626175,39.20240551978534,41.094531371573346
14000,0.8701579335518642,39.15772746807838,41.62505397352659
14500,0.8706403983762594,38.85584806751605,41.99102277665168
15000,0.8684187510767503,38.90356570795099,42.0662857150838
15500,0.8703840764905864,39.02567935586802,41.461358931544424
16000,0.8660812080020354,39.206315530792104,41.122688156421944
16500,0.8714176317300002,39.199549814492904,41.2120366045356
17000,0.8653690274914861,39.002622443856076,41.80086705603555
17500,0.8725651142059015,39.326200789279596,40.33269305980951
18000,0.8701067129241866,39.22279746892921,41.172136363747356
18500,0.8681980481983302,39.05821878210659,41.59334275788025
19000,0.8667785312184989,39.065776425886696,41.41170113997659
19500,0.8648357420920808,38.918412715330746,42.268448939896295
20000,0.8708893119398443,39.16014077144628,41.22141710237466
20500,0.8724681598577956,39.34999942333081,40.66200441268681
21000,0.8731856687090913,39.45156901734699,40.287432673687974
21500,0.8649697436374603,39.00951370707868,42.075973814711716
22000,0.8735281752819435,39.135841675146395,40.88949989373815
22500,0.8622429493125758,38.52692032685342,43.22452690949755
23000,0.8684674745621622,38.92601847045651,41.86018750636523
23500,0.8642359406120227,38.98550153955956,42.088900576052346
24000,0.873039090326135,39.320938537420616,40.57448713067225
24500,0.8686421758961658,38.99775703979773,41.93874937273529
25000,0.8761055266983478,39.593524020411685,39.99040402853729
25500,0.8729769971865596,39.38734489900462,40.29428361680271
26000,0.8735988335071501,39.425799945827436,40.46217573991079
26500,0.8694419620945366,39.208702808436975,40.98185594569621
27000,0.8705761771178865,39.12052223432953,41.262531615452076
27500,0.86540304453762,39.04041964166532,41.581181145502825
28000,0.8735965793079524,39.36348776189119,40.46056834760129
28500,0.870892193942147,39.079513838728474,41.4830440513709
29000,0.8713861213434855,39.214269572858925,40.97799448458361
29500,0.8669589054560223,38.87765212935603,42.32930306418319
30000,0.8725925496895273,39.43413093159805,40.69362617256893
30500,0.8686896633386709,39.04074394179759,41.48860269852181
31000,0.8700354868286626,39.06049756079728,41.51863940708966
