Iteration,loss train,loss val
500,0.6017987142205239,0.540024804361796
1000,0.5738740515112877,0.5162570122945107
1500,0.5568091728687287,0.5465465920456385
2000,0.5587407235503197,0.5379172189761017
2500,0.5515649734139443,0.5239096627397052
3000,0.5517220795154572,0.523001613253254
3500,0.5513498618006706,0.5244167229886783
4000,0.5450390006899833,0.52714515490047
4500,0.5414702991843223,0.5371188688076148
5000,0.5531891547441482,0.5297462465399403
5500,0.5406268391609191,0.5289470139196364
6000,0.5398372160792351,0.5043999279959727
6500,0.5482195702195167,0.5157143463522701
7000,0.5385635308623314,0.5118397408622807
7500,0.5399759159088134,0.5245705868228007
8000,0.5376453462839127,0.5279420972880671
8500,0.5402124839425086,0.5182341579663552
9000,0.5339050226211548,0.5150121268579515
9500,0.5335779268145561,0.5018620789051056
10000,0.5337646551728249,0.5382063414080668
10500,0.53009316188097,0.5112556653507685
11000,0.5354121183753013,0.5239201774031429
11500,0.5351432839632034,0.5220094934358435
12000,0.5310653992295266,0.5356809572648193
12500,0.5367225405573844,0.5123977196418633
13000,0.5211272710561752,0.5303848203966173
13500,0.5284091678857803,0.5152181594048516
14000,0.5294913259744645,0.5267293200654498
14500,0.5323238837122917,0.5283309559700853
15000,0.5293186981678009,0.5315481651637514
15500,0.5292916819453239,0.5136475047822726
16000,0.5252532978057861,0.5023308169033568
16500,0.5307167786359787,0.5214186871455888
17000,0.5283600035309791,0.5207215875892316
17500,0.5285719987154007,0.5213032304230383
18000,0.5296807326674461,0.5361194933875132
18500,0.528540888607502,0.5258709444838056
19000,0.5312833841443062,0.5219712838277979
19500,0.5278801509737968,0.5016460959183968
20000,0.528906642138958,0.5114768859693559
20500,0.5195147355794907,0.5200847922745397
21000,0.5277643982768059,0.5038607489254515
21500,0.5196504774689674,0.5186995373944104
22000,0.53660684299469,0.5195963135210134
22500,0.521976485311985,0.500977080252211
23000,0.5314395532608033,0.5141961705886712
23500,0.5282569543719292,0.5068302604101472
24000,0.5221675804257393,0.511905517618535
24500,0.528411270081997,0.5287919145519451
25000,0.5242322351932526,0.5285826173879332
25500,0.5221441158056259,0.5399399531089654
26000,0.5293186601400376,0.5235226336172072
26500,0.5202756476998329,0.5036580158492266
27000,0.5193026812076569,0.5035438209266986
27500,0.5315811882019043,0.5141128488516403
28000,0.5255481415390968,0.5082521817441714
28500,0.5148393439054489,0.520666395708666
29000,0.520695536673069,0.5247746034193848
29500,0.5209203591942787,0.503734057737609
30000,0.5208600708246232,0.5086611196146174
30500,0.5223484702706337,0.5170857936648999
31000,0.5252346158623695,0.49252313476497844
31500,0.5250903241932392,0.506086313623493
32000,0.5171820232272148,0.5237362258515116
32500,0.521529447555542,0.5106476610999996
33000,0.5194680218696595,0.5173506125555201
33500,0.5243478330969811,0.5015437648457995
34000,0.5182595450282097,0.5100026469109422
34500,0.5231546275615692,0.5243489338179766
35000,0.5254084830284118,0.49945998040296263
35500,0.5235287896990776,0.5028073454307298
36000,0.5207272316813469,0.5224060431375341
36500,0.5168694869875908,0.5193252255350856
37000,0.5119709942936898,0.5142112086384983
37500,0.5207646602392196,0.5255345010151298
38000,0.524774356842041,0.5148801202491179
38500,0.5233286435008049,0.4938135480476638
39000,0.5240315793156624,0.4981522065098003
39500,0.5215458002090454,0.49825544832116464
40000,0.5206160036921501,0.5058218659990925
40500,0.5197677749395371,0.49239752504785184
41000,0.522691480755806,0.4997201329570706
41500,0.5288236753344536,0.49243308477482556
42000,0.5154012919664382,0.5140453385094464
42500,0.5219607057571412,0.4985477585913771
43000,0.5212993777990341,0.5078410051636777
43500,0.5248842657804489,0.5089245615369182
44000,0.5199758760333061,0.5001485873076875
44500,0.5166169471740722,0.5153803178819559
45000,0.5220304151773453,0.5301733638270426
45500,0.5185365621447563,0.5052084715689643
46000,0.515952868282795,0.5068040889198497
