Iteration,SSIM,PSNR,RMSE
1000,0.8391242862056081,36.87621821197234,51.18326014973163
2000,0.8556475009288259,37.632545235647726,47.165931006022845
3000,0.861118946515187,37.96268530382175,45.282503282248236
4000,0.8662294569755882,38.43242786349327,43.59781043493409
5000,0.8652074500405845,38.60632330685563,43.411614446402645
6000,0.8608724888706992,38.35262464777928,43.95689006384521
7000,0.8640932457075153,38.59303080842399,43.3819142039944
8000,0.8669694954513499,38.738887566102385,42.41278805786127
9000,0.8638964792129855,38.637250101512755,43.17952995869098
10000,0.8617595891573923,38.4020357574602,44.04947101284554
11000,0.8700930694110734,38.99562437297053,42.116448617315456
12000,0.8688811410243281,39.00303728605518,41.82921870304101
13000,0.8727539454016989,39.07306936823636,40.99800054345959
14000,0.8647272775964704,38.77232041302696,42.413867697292964
15000,0.8656202224446131,38.874275477290325,42.392302964161026
16000,0.8661225450617781,38.759271294430725,42.69797850920968
17000,0.8626042581469759,38.5573066149505,43.47002460215499
18000,0.861955612321993,38.6567182210303,42.786874720865775
19000,0.8694694282996158,39.195743726886825,41.15081432888798
20000,0.8682394194245519,39.02288820231454,41.330672865213934
21000,0.8660183586800168,38.90911870096248,42.106050445795525
22000,0.8649881829507263,38.8025151491932,42.30763624418988
23000,0.8708112453695691,39.116606046655,41.11751817920761
24000,0.8716354058675233,39.29543999315716,40.486787664256454
25000,0.8700874624696289,39.208451519608715,40.74592881411078
26000,0.86856955219479,38.897004606919396,41.87517867174398
27000,0.8721271943887232,39.302799988085155,40.25780880186343
28000,0.8660072627684148,38.81245700665781,41.942553598940975
29000,0.8725483616594644,39.39979269105241,40.3971355850228
30000,0.8710236526079083,39.037155341011925,41.160837136720744
31000,0.8653767888169693,39.15485001666574,41.419761394101116
