Iteration,loss train,loss val
1000,0.09692281626909971,0.0626914993054786
2000,0.07964113829284906,0.057756368260262377
3000,0.07592137313634158,0.05658098843769502
4000,0.07464659829437732,0.057539879896883236
5000,0.07267914754524828,0.05399008032123921
6000,0.07207696893438696,0.051504915232880644
7000,0.07101657792925835,0.052945694680941305
8000,0.07048573668673634,0.05173706591634427
9000,0.06978127640858292,0.05544266584566084
10000,0.069774433221668,0.05311985610652778
11000,0.06855677191168069,0.0544943275971938
12000,0.06804145189002156,0.05277910828590393
13000,0.06842394563928246,0.049696142516903956
14000,0.06821141752600669,0.053638415695247
15000,0.06779665846563876,0.049724158373172
16000,0.0677220052704215,0.053324418615991784
17000,0.06828650068864227,0.052541706332210766
18000,0.06719474729150533,0.05183845051264359
19000,0.06714101523905992,0.05292848415546498
20000,0.06735834115371107,0.05205328298448506
21000,0.06715784967690706,0.05202806576833886
22000,0.0665185057260096,0.05085942666914504
23000,0.06666700334101916,0.050851229009991984
24000,0.06660124887898565,0.05242953424231481
25000,0.06673966451361775,0.05008017909476312
26000,0.06649992492422462,0.05239380839264999
27000,0.06620060526579619,0.05225681418837127
28000,0.06642813728004694,0.054572428560863105
29000,0.06627221843972803,0.04942087620749312
30000,0.0663651058729738,0.050525132756111986
31000,0.06668472256138921,0.04893224822136305
