Iteration,SSIM,PSNR,RMSE
1000,0.8269266293923778,36.59306495413358,51.77226072800412
2000,0.8593624449177116,37.5755383597819,47.40064015308795
3000,0.8637985519770814,38.182745527723064,44.4941169209944
4000,0.8571589152107365,37.90064317401264,45.931553102195075
5000,0.8608657224240064,38.46295531619018,43.8866598656206
6000,0.8601531490047182,38.26932093205019,44.28772455882778
7000,0.8684591274273942,38.80646160742935,42.43497940370538
8000,0.8517969865480222,38.39698238600673,43.976959776794054
9000,0.8667885892564764,38.78408058713233,42.500721956763705
10000,0.8686794129311393,39.033851875597776,41.92556647217238
11000,0.8683764569626228,39.068046594042045,41.53947308726837
12000,0.8673167905525179,39.0055038612244,41.777883794994494
13000,0.8713287636472049,39.037294096788145,41.529278154930054
14000,0.8634221377448157,38.853496856185785,42.122179230592494
15000,0.867120698447425,38.90021609921771,41.92819073059644
16000,0.8648498748548074,38.97200777962611,42.17241515395155
17000,0.8668195668516139,38.85831612777666,42.07764180022454
18000,0.8655210676944832,38.94352927820065,41.9031470890898
19000,0.8709407445291282,39.22106905809102,40.65386124346517
20000,0.8759720471739311,39.71413001953475,39.461025930979794
21000,0.8699557168102684,38.98688425917772,41.66475387813107
22000,0.8734567870478563,39.295760835722064,40.58027381724285
23000,0.8619097433233422,38.70149200786203,42.697498822225974
24000,0.8704075579812298,39.01857600066011,41.2274950502333
25000,0.8666019157846501,38.98504775616814,41.76438325378187
26000,0.8759753290345472,39.306709156588,40.67215427646627
27000,0.8743184663657981,39.62465402788103,39.51985880118314
28000,0.8682179454744507,38.8375381157999,42.075002206990504
29000,0.8677181967641655,39.187418323065025,41.44075161601279
30000,0.8677349295975912,38.98896551012051,41.55296518430831
31000,0.8678242768656859,38.98514479168646,42.109698740798315
