Iteration,loss train,loss val
500,0.25869268253445626,0.1837824163800579
1000,0.2196241134405136,0.17939619492676298
1500,0.2115343490242958,0.17059735915923524
2000,0.20970602464675903,0.1703036842962443
2500,0.20380955386161803,0.16949508642241107
3000,0.20330504095554353,0.1667189489481813
3500,0.200957981005311,0.16507373737581707
4000,0.19727317915856837,0.1644950751530922
4500,0.1977576241195202,0.16452777297314952
5000,0.19747134733200072,0.16092690194057205
5500,0.19692069633305073,0.16233946446139932
6000,0.19672888650000095,0.16280028160850882
6500,0.1964576723128557,0.15800658259856498
7000,0.1952598534822464,0.16514720691967819
7500,0.19515573294460772,0.15889671116562212
8000,0.19319540613889694,0.16104528838295049
8500,0.19347980247437954,0.15941104772737472
9000,0.19029500097036361,0.15953049467781844
9500,0.1917497679144144,0.16072035416708155
10000,0.19402816286683083,0.15748072137772026
10500,0.19002203619480132,0.16245891684192723
11000,0.19241863644123078,0.15376245634535612
11500,0.1879889315366745,0.15503196809756553
12000,0.19305631886422633,0.15889972094762123
12500,0.19068868839740752,0.15816729945146432
13000,0.1895105555653572,0.15501147028753312
13500,0.1899815773665905,0.16210929455898576
14000,0.18840057024359702,0.15822084475371798
14500,0.18911708192527293,0.15887278230008434
15000,0.18825523549318313,0.15817827794511438
15500,0.188136909365654,0.1560093934758235
16000,0.18924431759119034,0.15713285073890523
16500,0.19000864627957345,0.1543348598278175
17000,0.18723943182826042,0.15605164900169535
17500,0.18901103134453295,0.15837495925567918
18000,0.18758078509569168,0.1593483581633891
18500,0.18843572907149791,0.15670792215456397
19000,0.18857913973927498,0.15900724014993442
19500,0.18928737419843675,0.15743157141289468
20000,0.18796036353707313,0.15387243436554732
20500,0.18755762568116188,0.15448887381008117
21000,0.1863104915767908,0.1562523589295856
21500,0.18864022487401963,0.15576885463827747
22000,0.18889399334788323,0.1555358937988847
22500,0.18726088717579842,0.15227370860718065
23000,0.18626367431879043,0.1551395264469971
23500,0.18816403111815452,0.15442502296577065
24000,0.18699450118839742,0.1599390847703158
24500,0.18634352651238442,0.14946707552772456
25000,0.18584253619611263,0.15592788702855676
25500,0.1864808248281479,0.15720787846435935
26000,0.18623787884414195,0.1560761365344969
26500,0.1880940733551979,0.15606244337760797
27000,0.18653612980246545,0.1506600642608384
27500,0.18607150015234947,0.15225515767174252
28000,0.18607804095745087,0.15255838064318997
28500,0.1869791861921549,0.15729439094410105
29000,0.18717242117226124,0.15711598098278046
29500,0.18616423411667346,0.1592503318847236
30000,0.1845631150752306,0.15228328475002514
30500,0.18500319086015224,0.15517740633528113
31000,0.1862995813935995,0.159404167431896
