Iteration,SSIM,PSNR,RMSE
1000,0.8425236931130945,37.366863116613146,48.8543958574457
2000,0.8589065461276065,38.215469703522004,45.0683422129806
3000,0.8629407586315223,38.23221511919568,44.310083657193
4000,0.8690157497052405,38.7423956099719,42.572552719037596
5000,0.8627141000308778,38.7033757264573,43.14783482141806
6000,0.8659664273449097,38.55573229269985,43.23247877488791
7000,0.8656446237583733,38.70100293857957,42.98719948888999
8000,0.870766752906091,38.98064461768369,41.673334840982186
9000,0.865279042467182,38.77433721620704,42.65167244299189
10000,0.8629922246240955,38.49394778186864,43.68747319176424
11000,0.871450479914699,39.05347402823382,41.944331852703435
12000,0.8706344427724091,39.11132713850499,41.44382411245358
13000,0.8684466211082827,38.96448264836747,41.45287901095576
14000,0.865733455831507,38.79585833130858,42.297154201370695
15000,0.867972591846232,38.926221615921634,42.17891301031594
16000,0.8659774170753428,38.765858693683285,42.699074422208824
17000,0.8636416616151579,38.64119628758021,43.195691718921694
18000,0.8616696629261434,38.648324781198376,42.77042814649256
19000,0.8685572719289006,39.23438944178655,41.016506857975564
20000,0.8665214171046637,38.99272302561482,41.317231679747664
21000,0.8664149858065634,38.9458171972302,42.004079312128596
22000,0.8646769753698653,38.805843005743,42.31706436249467
23000,0.8715178484883518,39.17781951795511,40.935465564272164
24000,0.8721835047137831,39.34234036378023,40.34287959792333
25000,0.8709599755681006,39.22779208024407,40.68388555739148
26000,0.8694607350536471,38.9650098429325,41.69580425659133
27000,0.8725624295972759,39.31857553029107,40.186551277912834
28000,0.8659459335048919,38.81700507712551,41.94526416183649
29000,0.8712776680546045,39.39667553798157,40.45893892916167
30000,0.8713675540448714,39.0739489698151,41.05617290821398
31000,0.8656880924075949,39.19408251123312,41.31214612528694
